has_url,lang,UC(X),GT
yes,en,0.6998840570078884,False
yes,en,0.9582952062034594,False
no,en,0.9688310266886132,False
no,es,0.3965708287211963,False
no,es,0.11094477103499248,False
yes,en,0.1808239196167094,True
no,en,0.5035430344252998,True
yes,en,0.49550006700779414,False
yes,es,0.5312768804655501,True
yes,es,0.6485476656545871,False
no,en,0.8841948794900231,False
no,en,0.45803271423563907,True
no,es,0.5269177309704461,False
no,es,0.6538401184462226,False
yes,es,0.8945870369763138,False
no,en,0.934220531597312,False
yes,es,0.43765449331925704,True
yes,en,0.6979892814118049,False
no,en,0.8627303130793954,False
no,es,0.8974358419425629,False
no,es,0.5696001085805019,False
yes,es,0.6114034227676137,False
no,es,0.8708142921202664,False
no,es,0.4907192415111616,False
yes,es,0.7157488127284604,True
no,en,0.9344425532942842,False
yes,es,0.8684929603120993,True
no,es,0.8626153393870388,False
no,en,0.8092882532012912,False
yes,es,0.797117657450874,True
yes,en,0.9142959495209411,False
no,en,0.38482201214480294,False
yes,es,0.8337876087161357,False
no,es,0.5480149887533837,True
yes,es,0.18509734789471755,True
yes,en,0.4486228171764113,True
no,es,0.95894540328237,True
yes,es,0.8684139044714636,True
no,en,0.5443123486667791,True
no,en,0.13547449941036427,False
yes,es,0.9266444357152039,True
no,es,0.8870930153563246,True
no,en,0.4057616121994331,True
no,en,0.8285296148968412,False
no,en,0.9238771409503266,True
no,en,0.8456651029442488,False
no,en,0.45737781672565037,True
yes,es,0.47026241324270046,True
no,en,0.239937563339796,False
no,en,0.8605102377092928,True
no,es,0.5543288807020074,True
yes,es,0.047419031188019045,False
yes,es,0.938805170206305,False
no,es,0.7752585209186047,False
no,en,0.3805722191114942,False
yes,en,0.8995489017161876,True
yes,en,0.7369999614429571,False
no,en,0.5146964264341817,False
no,es,0.8192505114436393,False
yes,en,0.5616862534046666,True
no,es,0.9046873558234756,True
yes,en,0.2947516056977191,False
no,en,0.6652484437351875,False
yes,es,0.8117384016470776,False
no,en,0.48534360113279557,False
no,en,0.9583896025047984,False
yes,es,0.9154582602512551,False
yes,en,0.7322788338487981,False
yes,es,0.27299335327517493,False
no,en,0.3847064428125279,False
no,es,0.4640145709220576,False
no,es,0.25421395340684855,True
no,es,0.8890347429614505,True
yes,en,0.8741987252094819,False
no,en,0.8997014989654738,False
no,es,0.49776282833551483,False
yes,en,0.7840694681911282,True
yes,en,0.48275535748161036,True
yes,en,0.7460599762898649,True
yes,es,0.7858959998316988,False
no,en,0.9489750080398386,False
yes,en,0.8514826325137932,True
no,en,0.8847650966944844,True
yes,es,0.4452253549709767,False
no,es,0.5365258370924988,False
yes,en,0.28652397925284745,False
yes,es,0.8637605076392947,False
no,en,0.6160373821662335,True
no,es,0.8684647676631628,False
no,es,0.6878284244757199,False
yes,en,0.7508231630848587,True
yes,en,0.9161658065457513,False
yes,es,0.7048190051006522,True
yes,en,0.8454347131665841,False
no,en,0.8347298711428491,False
no,en,0.8195754311303347,False
no,es,0.583699859458128,False
yes,en,0.7197455903960143,False
yes,en,0.9438676680569624,False
yes,en,0.9717342307891145,False
no,en,0.8696776665406254,False
yes,es,0.3795695019811274,True
yes,es,0.26435265825764304,False
yes,en,0.5176539081985568,False
no,en,0.7560820094785164,False
no,en,0.5374831797759496,False
no,en,0.14707201951931184,False
yes,es,0.8302309011932886,True
no,es,0.889711738782809,False
no,en,0.7638474175831347,True
yes,es,0.15666218395996745,True
yes,en,0.32976290529358215,False
yes,en,0.8882808736229344,True
yes,es,0.44079857065529593,True
yes,es,0.38473855882621905,False
no,es,0.45447365312521254,True
no,es,0.7640936831233832,True
yes,en,0.7951094097436738,False
no,en,0.9731429256557478,False
no,es,0.45679769677307414,False
yes,en,0.9134705069292542,True
no,es,0.3201831014153794,True
yes,en,0.4387420239456698,False
no,en,0.8027879981106675,False
no,en,0.17448543120870752,True
yes,es,0.5641017197174645,True
no,en,0.34108888183586367,True
no,en,0.36770614995356127,False
no,es,0.44618409123640246,False
no,es,0.8874495808271575,False
yes,en,0.5852996222031901,False
no,en,0.2552120277842031,False
yes,en,0.9314878805225146,False
yes,en,0.567519104675998,True
yes,es,0.6965735776594618,False
no,en,0.46146979668734334,True
yes,es,0.8477045900927521,True
no,es,0.7590715573538743,False
no,es,0.31379188804068436,False
yes,es,0.41787949257005563,True
no,es,0.659178469249204,False
yes,en,0.3683484028654517,False
yes,en,0.6261486488228905,True
no,es,0.796251258218344,False
no,es,0.8303429916828676,True
yes,es,0.3842913171135465,False
no,es,0.6530186992927286,False
no,es,0.21907577834713618,False
yes,en,0.9234007591093131,False
no,en,0.8165576027411369,False
yes,en,0.487491804745963,False
no,en,0.9129283059763081,False
no,en,0.8794654486754303,True
no,es,0.3340692142882923,True
no,en,0.9443518576694699,True
yes,en,0.2975780654617729,False
no,es,0.8756206430828182,False
yes,es,0.880367143803344,False
no,es,0.4134657093300136,True
no,es,0.41183132285049007,False
yes,en,0.7852733347264323,False
yes,en,0.7003737258242232,True
no,es,0.6124822782724143,False
no,es,0.5202167202180881,False
yes,es,0.5214974898889849,False
no,es,0.930142962748552,True
no,es,0.5179112473771982,True
yes,es,0.8178411084464849,False
yes,es,0.8405233639171026,False
yes,en,0.15011441994756203,True
yes,es,0.4889867641497665,True
no,es,0.9351904096852434,False
no,es,0.4989383547294223,True
no,es,0.9055661901144344,False
no,es,0.4901327458383876,True
yes,es,0.9098292251557633,False
yes,es,0.9062894973589385,True
no,en,0.15440710846649153,False
yes,es,0.9819889707943489,False
yes,en,0.3508702645938572,False
yes,es,0.11851792309647327,False
yes,es,0.6035967540970342,False
no,es,0.6906920230913247,True
no,es,0.39768586569600795,True
no,es,0.497030519409496,True
yes,es,0.2312509103773085,True
yes,en,0.7390383168499463,False
no,en,0.870191680255165,False
yes,en,0.7788693416098061,True
yes,es,0.24970732157387054,True
no,es,0.9442932355032482,True
no,es,0.21418587026253408,False
yes,en,0.8036139375303295,True
no,en,0.9190468315173924,False
no,en,0.8142601963011595,False
no,en,0.4375003976308271,False
yes,es,0.434786093355696,False
no,en,0.5847116546399005,False
no,es,0.7455788883653213,False
yes,es,0.9355379102667629,True
yes,en,0.571019044028887,False
no,en,0.22137958961306048,False
yes,es,0.28572794890154896,False
no,en,0.9089068904541305,False
yes,es,0.38726194451211526,False
yes,es,0.6457019508500151,True
yes,en,0.8423268864321377,True
yes,es,0.3975427907090736,True
no,en,0.7890717276264059,True
yes,en,0.8201054929733063,False
no,es,0.8511817849646072,True
no,en,0.2821103858672446,True
no,es,0.6767052275880984,False
yes,en,0.5315141426077501,False
no,en,0.6053090386792004,False
no,en,0.5975990908115663,False
yes,en,0.8622261148921804,False
no,es,0.6799371993271511,True
yes,es,0.20003174122155107,False
yes,en,0.8166477939368841,True
no,en,0.8957535594738404,True
yes,en,0.34646348909230845,True
no,es,0.9452641757972403,False
yes,es,0.6782484694936822,False
yes,en,0.789461701015729,True
yes,en,0.45371928815548485,True
no,en,0.5721950227720346,True
no,es,0.8495582175199994,False
yes,es,0.606243824945646,False
yes,en,0.4867962889174857,False
no,es,0.8515410224084675,False
yes,en,0.3586089180804117,False
yes,en,0.6847735554660496,True
yes,es,0.5113476813779698,False
no,en,0.9523578423446813,False
yes,en,0.061430376293926336,False
yes,es,0.5091259830250272,True
yes,en,0.8402944078634784,False
no,en,0.8452892277924741,False
no,en,0.7838458405510028,False
yes,es,0.5435956827052224,True
no,en,0.8614406427345832,False
no,es,0.4133851302924145,False
yes,es,0.6274779564082473,False
no,es,0.7383974417070164,False
yes,en,0.3484228504812853,False
no,en,0.8038975496429274,True
yes,es,0.8675722620781534,False
yes,en,0.09304208090002442,False
yes,en,0.9085096130041166,True
no,es,0.6068274867837625,False
no,es,0.8767442165986513,True
yes,en,0.7135524987314747,False
no,en,0.4165261131630587,True
no,en,0.9482472757665412,False
no,en,0.6624567047737818,False
no,es,0.8235302470764062,True
no,en,0.6313930613542055,True
yes,es,0.9562375063850838,False
yes,es,0.9179493517858318,False
no,en,0.9176395050836771,False
no,es,0.9646937745183197,False
no,es,0.8427039674156339,True
no,en,0.6451217858259868,True
yes,es,0.9565786175639565,True
no,es,0.9123970274300957,False
no,en,0.7821516886174948,True
yes,en,0.9222694604893865,True
no,es,0.3805483984482049,True
yes,en,0.4760169627877397,False
no,en,0.6619865127465284,False
no,es,0.6633262476797659,False
yes,es,0.11498076769612187,False
yes,es,0.9333347562736058,False
no,en,0.7860730363325668,False
yes,es,0.8942615390250352,False
no,en,0.8452933020038861,True
no,en,0.48973028454005335,False
no,es,0.3439682869903236,True
yes,es,0.43859357019244244,False
no,es,0.582157986758335,True
no,en,0.9747342647078667,True
no,en,0.7642865956338881,False
no,en,0.6973191766379088,False
yes,en,0.8486484598361071,False
yes,es,0.8648196035673269,False
no,es,0.8418653649992693,True
no,en,0.8088190934853532,False
yes,en,0.3393423614774356,False
yes,es,0.9873943275143499,False
yes,en,0.9128303554058985,True
yes,es,0.5259176276629125,True
yes,es,0.21376765997082206,False
no,es,0.5700977347091024,False
yes,en,0.30418981111719723,False
no,es,0.546193435049636,True
yes,es,0.7226644483080261,False
yes,es,0.5456427172726875,False
no,en,0.8008328700521473,False
no,en,0.5421659976894606,False
no,en,0.3294263071043159,False
no,es,0.8686242292844241,True
yes,es,0.2819093555380575,False
no,es,0.5736793024153903,False
yes,en,0.6168906427732432,True
no,es,0.7624926751323253,True
yes,es,0.7087421487733455,True
no,es,0.8678979814944596,True
no,es,0.7037220535658233,True
no,en,0.310628022294996,False
no,es,0.7300639983366356,True
no,en,0.18752285924204093,False
yes,en,0.9493696961891428,False
no,en,0.5562503252775242,True
yes,en,0.9110980666455223,True
yes,es,0.5891328905222295,False
no,es,0.9509448041897502,True
no,en,0.2532312441219702,False
yes,en,0.8181249883828965,False
no,en,0.8983035514436534,False
no,en,0.8148617261971467,False
yes,es,0.7198391812239407,False
no,en,0.23701002471170285,True
no,es,0.4200046987114315,False
no,es,0.8463587489800679,False
yes,es,0.763784714127911,False
yes,en,0.9309240886940715,True
no,es,0.5355565180794616,False
no,es,0.5380325023589454,False
no,es,0.6004131758112348,False
no,es,0.37694781785094666,False
no,es,0.8698139551224744,False
yes,es,0.9251543712829604,False
yes,en,0.13520833762556939,False
yes,es,0.16319730143040953,True
no,en,0.8036681343204136,True
no,en,0.6129279364405561,False
yes,en,0.8573661844836786,False
yes,es,0.883662551471188,False
yes,en,0.346816641373041,False
no,en,0.7843372083473693,False
no,es,0.5063346537318962,True
yes,es,0.834824703332842,True
no,es,0.8331007369811407,False
no,en,0.8632212447842038,False
yes,es,0.48073133059469125,False
yes,en,0.07890468796297395,False
yes,en,0.6721863914553009,False
yes,en,0.36486896593472967,False
no,en,0.5104250418480255,True
yes,es,0.8101797117106112,False
yes,es,0.8402187844646107,False
no,en,0.4203555221319427,False
no,en,0.6297463006446735,True
yes,es,0.8230288738270284,False
no,es,0.6810667580331939,True
no,en,0.8894536518610131,False
yes,es,0.8896053235792319,False
no,en,0.6329886121996109,False
no,es,0.8668176960888181,True
no,es,0.8593154507205832,False
yes,es,0.8070410891674452,False
no,es,0.29926476530531476,False
yes,en,0.9349491812773191,False
yes,es,0.6254236571402264,False
yes,es,0.871699545785335,False
yes,es,0.3847527910217992,False
yes,en,0.6318805904388528,False
yes,en,0.5072732415327902,False
no,en,0.6697658981921992,False
no,es,0.9590539247870326,True
no,es,0.8027146230759586,False
yes,en,0.9845126784816856,False
no,es,0.5441220412063724,True
yes,es,0.17110504700299353,False
no,es,0.42756992927297155,True
no,es,0.3607723110181418,False
yes,en,0.274400701516902,True
no,es,0.8427584933158093,False
no,es,0.904257534744234,False
yes,es,0.9763234122178326,False
no,es,0.6635722533688581,True
no,es,0.7152571370438185,False
yes,es,0.814542262370184,False
yes,en,0.46565077191597964,False
yes,es,0.9687917606296123,False
yes,en,0.4940689610473489,False
no,en,0.7104756847224569,False
yes,es,0.7146890006672924,False
no,es,0.30669457947102097,True
no,en,0.5050936084324301,True
no,en,0.4443945346780447,True
no,es,0.7722477935752147,False
yes,en,0.9179680034759782,False
yes,es,0.6831132323367562,False
yes,en,0.4254996119226825,False
no,es,0.9163533397347723,False
yes,es,0.012626428436959602,False
yes,es,0.6840923191931189,False
yes,es,0.5906017477226405,False
yes,en,0.4627532168783567,False
yes,es,0.28785792230434926,False
no,en,0.9116793240704759,False
yes,es,0.7893986340231514,True
no,en,0.9621918972325395,False
yes,es,0.7976633835233032,False
yes,es,0.7384118440148247,True
yes,es,0.559093463309453,True
yes,es,0.6906692918017956,False
yes,en,0.8559498353488117,False
yes,en,0.8762845262494007,False
yes,es,0.3579250710938587,False
